IDORGANIZATION;IDMONTH;IDYEAR;FLOW;LOSE;ADDITION
707;12;6;672;0;0
707;2;2;449;0;0
707;1;7;1002;0;0
707;2;7;926;0;0
707;3;7;800;0;0
707;6;7;15;0;0
707;7;7;12;0;0
707;12;7;800;0;0
707;1;8;583;0;0
707;2;8;711;0;0
707;3;8;373;0;0
707;4;8;205;0;0
707;5;8;209;0;0
707;6;8;66;0;0
707;10;7;28;0;0
707;11;7;319;0;0
707;6;2;0;0;0
707;7;8;20;0;0
707;8;8;15;0;0
707;9;8;20;0;0
707;10;8;69;0;0
707;11;8;339;0;0
707;12;8;1151;0;0
707;10;9;23;0;0
707;1;9;382;0;0
707;2;9;1020;0;0
707;1;3;1030;0;0
707;3;9;1059;0;0
707;4;9;395;0;0
707;5;9;76;0;0
707;6;9;60;0;0
707;7;9;66;0;0
707;8;9;80;0;0
707;9;9;63;0;0
707;2;3;773;0;0
707;4;4;342;0;0
707;11;2;1275;0;0
707;8;3;100;0;0
707;12;2;618;0;0
707;4;3;123;0;0
707;2;4;865;0;0
707;9;3;102;0;0
707;11;3;279;0;0
707;5;3;32;0;0
707;10;3;130;0;0
707;12;3;450;0;0
707;3;4;950;0;0
707;6;3;51;0;0
707;1;4;950;0;0
707;7;3;60;0;0
707;3;3;155;0;0
707;4;1;402;0;0
708;10;4;357;0;0
708;11;4;900;0;0
708;12;4;1200;0;0
708;1;2;415;0;0
708;1;5;500;0;0
708;2;5;300;0;0
708;3;5;406;0;0
708;4;5;408;0;0
708;3;2;482;0;0
708;10;5;226;0;0
708;11;5;336;0;0
708;12;5;1201;0;0
708;1;6;800;0;0
708;2;6;300;0;0
708;3;6;484;0;0
708;12;1;1088;0;0
708;4;6;435;0;0
708;11;1;739;0;0
708;11;6;528;0;0
708;12;6;1996;0;0
708;2;2;960;0;0
708;1;7;300;0;0
708;2;7;300;0;0
708;3;7;50;0;0
708;1;8;500;0;0
708;4;2;182;0;0
708;3;8;301;0;0
708;11;7;500;0;0
708;6;2;0;0;0
708;10;9;0;0;0
708;1;3;526;0;0
708;2;3;847;0;0
708;10;2;369;0;0
708;11;2;681;0;0
708;12;2;1200;0;0
708;4;3;504;0;0
708;2;4;634;0;0
708;11;3;657;0;0
708;10;3;162;0;0
708;12;3;1200;0;0
708;1;4;499;0;0
708;3;3;773;0;0
708;10;6;300;1;0
708;2;8;500;1;0
708;4;8;300;1;0
708;10;8;385;1;0
708;11;8;540;1;0
708;12;8;370;1;0
708;1;9;1131;1;0
708;2;9;981;1;0
708;3;9;537;1;0
708;4;9;394;1;0
708;12;7;1200;2;0
709;11;4;712;0;0
709;12;4;682;0;0
709;1;2;931;0;0
709;1;5;1090;0;0
709;2;5;1090;0;0
709;3;5;206;0;0
709;4;5;165;0;0
709;3;2;842;0;0
709;11;5;450;0;0
709;12;5;711;0;0
709;1;6;682;0;0
709;2;6;773;0;0
709;3;6;395;0;0
709;12;1;817;0;0
709;4;6;233;0;0
709;5;6;222;0;0
709;6;6;72;0;0
709;7;6;34;0;0
709;8;6;55;0;0
709;11;6;440;0;0
709;12;6;701;0;0
709;2;2;708;0;0
709;1;7;813;0;0
709;2;7;655;0;0
709;3;7;659;0;0
709;6;7;91;0;0
709;12;7;728;0;0
709;1;8;650;0;0
709;2;8;708;0;0
709;4;2;146;0;0
709;3;8;490;0;0
709;4;8;365;0;0
709;11;7;670;0;0
709;6;2;0;0;0
709;10;8;145;0;0
709;11;8;430;0;0
709;12;8;905;0;0
709;10;9;139;0;0
709;1;9;604;0;0
709;2;9;903;0;0
709;1;3;290;0;0
709;9;2;432;0;0
709;3;9;466;0;0
709;4;9;323;0;0
709;5;9;1534;0;0
709;2;3;334;0;0
709;10;2;491;0;0
709;11;2;737;0;0
709;12;2;219;0;0
709;4;3;143;0;0
709;3;3;295;0;0
709;4;1;1587;0;0
709;5;1;781;0;0
710;11;4;310;0;0
710;12;4;339;0;0
710;1;5;538;0;0
710;2;5;413;0;0
710;3;5;304;0;0
710;4;5;92;0;0
710;11;5;255;0;0
710;12;5;324;0;0
710;1;6;402;0;0
710;2;6;360;0;0
710;3;6;209;0;0
710;4;6;88;0;0
710;10;6;16;0;0
710;10;9;0;0;0
710;1;9;0;0;0
711;11;4;130;0;0
711;12;4;127;0;0
711;1;2;211;0;0
711;1;5;163;0;0
711;2;5;148;0;0
711;3;5;23;0;0
711;4;1;171;0;0
711;4;5;21;0;0
711;12;5;104;0;0
711;1;6;158;0;0
711;2;6;124;0;0
711;3;6;76;0;0
711;4;6;70;0;0
711;2;2;126;0;0
711;3;2;59;0;0
711;4;2;46;0;0
711;6;2;0;0;0
711;10;9;0;0;0
711;1;9;0;0;0
711;1;3;147;0;0
711;2;3;168;0;0
711;4;4;122;0;0
711;11;2;73;0;0
711;12;2;125;0;0
711;4;3;102;0;0
711;2;4;239;0;0
711;12;3;52;0;0
711;3;4;158;0;0
711;1;4;170;0;0
711;3;3;102;0;0
711;4;1;171;0;0
711;8;1;285;0;0
712;11;1;28;0;0
712;6;2;0;0;0
712;2;3;98;0;0
712;12;3;74;0;0
712;1;4;9;0;0
712;4;1;601;0;0
713;2;5;704;0;0
713;3;5;60;0;0
713;3;7;1086;0;0
713;2;8;250;0;0
713;6;2;0;0;0
713;10;9;0;0;0
713;4;5;92;6;0
713;12;4;694;8;0
713;4;1;274;8;0
713;11;8;537;12;0
713;2;7;783;15;0
713;2;9;537;15;0
713;2;6;1285;16;0
713;4;6;377;16;0
713;4;8;279;16;0
713;4;9;17;16;0
713;1;5;632;17;0
713;3;6;502;17;0
713;12;6;473;17;0
713;1;7;457;17;0
713;12;7;70;17;0
713;1;8;412;17;0
713;3;8;246;17;0
713;12;8;617;17;0
713;1;9;125;17;0
713;3;9;344;17;0
713;4;2;1008;41;0
713;4;4;671;198;0
713;4;3;2345;198;0
714;12;4;336;0;0
714;1;5;300;0;0
714;2;5;487;0;0
714;3;5;52;0;0
714;12;5;562;0;0
714;2;6;200;0;0
714;12;7;215;0;0
714;1;8;358;0;0
714;6;2;0;0;0
714;10;9;0;0;0
714;2;4;156;0;0
714;2;7;353;14;0
714;2;8;448;14;0
714;2;9;1116;14;0
714;4;6;86;15;0
714;4;8;160;15;0
714;4;9;85;15;0
714;1;6;226;16;0
714;3;6;85;16;0
714;12;6;576;16;0
714;1;7;310;16;0
714;3;7;318;16;0
714;3;8;464;16;0
714;1;9;222;16;0
714;3;9;310;16;0
714;12;8;688;22;0
715;6;2;0;0;0
716;5;5;3280;0;0
716;11;5;7936;0;0
716;4;6;11512;0;0
716;10;6;1377;0;0
716;11;6;11465;0;0
716;6;2;0;0;0
716;10;2;3233;0;0
716;10;4;2137;1;0
716;11;4;12096;1;0
716;12;4;25000;1;0
716;1;5;24029;1;0
716;2;5;23291;1;0
716;3;5;20391;1;0
716;4;5;10000;1;0
716;12;5;16000;1;0
716;1;6;14875;1;0
716;2;6;16588;1;0
716;3;6;5061;1;0
716;12;6;9072;1;0
716;1;7;31314;1;0
716;2;7;17386;1;0
716;3;7;17395;1;0
716;12;7;16453;1;0
716;1;8;18955;1;0
716;2;8;16442;1;0
716;3;8;11231;1;0
716;4;8;6113;1;0
716;10;7;6523;1;0
716;11;7;10432;1;0
716;10;8;9783;1;0
716;11;8;12114;1;0
716;12;8;16797;1;0
716;10;9;2719;1;0
716;1;9;18000;1;0
716;2;9;17128;1;0
716;1;3;20511;1;0
716;3;9;9523;1;0
716;4;9;4925;1;0
716;3;4;19423;1;0
716;2;3;20643;1;0
716;11;3;14235;1;0
716;12;2;29410;1;0
716;11;2;13255;1;0
716;4;3;9123;1;0
716;2;4;26583;1;0
716;10;3;1401;1;0
716;12;3;22202;1;0
716;1;4;20835;1;0
716;3;3;13828;1;0
716;4;4;12083;1;0
716;2;1;717;0;0
716;4;1;225;0;0
717;6;2;0;0;0
718;12;1;461;0;0
718;11;4;128;0;0
718;12;4;191;0;0
718;1;5;304;0;0
718;2;5;237;0;0
718;3;5;159;0;0
718;4;1;104;0;0
718;4;5;62;0;0
718;1;6;239;0;0
718;2;6;230;0;0
718;3;6;126;0;0
718;4;6;97;0;0
718;1;2;231;0;0
718;11;6;123;0;0
718;12;6;254;0;0
718;1;7;283;0;0
718;2;2;211;0;0
718;2;7;220;0;0
718;3;7;228;0;0
718;12;7;250;0;0
718;1;8;211;0;0
718;3;2;156;0;0
718;2;8;150;0;0
718;4;2;31;0;0
718;3;8;235;0;0
718;4;8;86;0;0
718;11;7;130;0;0
718;12;8;265;0;0
718;6;2;0;0;0
718;10;9;0;0;0
718;1;9;275;0;0
718;2;9;282;0;0
718;10;2;80;0;0
718;3;9;158;0;0
718;1;3;262;0;0
718;3;4;227;0;0
718;11;2;161;0;0
718;2;3;279;0;0
718;1;4;280;0;0
718;11;3;125;0;0
718;12;2;263;0;0
718;4;3;65;0;0
718;12;3;160;0;0
718;2;4;196;0;0
718;10;3;65;0;0
718;3;3;161;0;0
718;4;4;69;0;0
719;2;2;309;0;0
719;6;2;0;0;0
720;5;4;42;0;0
720;5;4;42;0;0
720;6;4;28;0;0
720;7;4;39;0;0
720;12;1;617;0;0
720;8;4;30;0;0
720;9;4;46;0;0
720;10;4;79;0;0
720;11;4;586;0;0
720;12;4;583;0;0
720;1;5;701;0;0
720;2;5;728;0;0
720;3;5;588;0;0
720;3;2;459;0;0
720;5;5;29;0;0
720;12;5;783;0;0
720;1;6;821;0;0
720;2;6;712;0;0
720;3;6;567;0;0
720;4;6;239;0;0
720;5;6;53;0;0
720;8;6;109;0;0
720;9;6;80;0;0
720;10;6;50;0;0
720;1;2;814;0;0
720;11;6;457;0;0
720;12;6;617;0;0
720;1;7;688;0;0
720;2;2;756;0;0
720;2;7;759;0;0
720;3;7;611;0;0
720;6;7;47;0;0
720;7;7;56;0;0
720;8;7;230;0;0
720;9;7;99;0;0
720;12;7;715;0;0
720;1;8;418;0;0
720;2;8;400;0;0
720;4;2;188;0;0
720;3;8;724;0;0
720;5;2;85;0;0
720;4;8;482;0;0
720;5;8;35;0;0
720;6;8;68;0;0
720;11;7;528;0;0
720;7;8;80;0;0
720;8;8;80;0;0
720;9;8;22;0;0
720;10;8;127;0;0
720;6;2;72;0;0
720;11;8;437;0;0
720;12;8;822;0;0
720;6;2;72;0;0
720;10;9;0;0;0
720;1;9;446;0;0
720;7;2;135;0;0
720;2;9;622;0;0
720;9;2;162;0;0
720;3;9;458;0;0
720;4;9;375;0;0
720;1;3;762;0;0
720;5;9;64;0;0
720;6;9;45;0;0
720;7;9;35;0;0
720;8;9;63;0;0
720;9;9;39;0;0
720;3;4;544;0;0
720;10;2;411;0;0
720;11;2;485;0;0
720;2;3;1059;0;0
720;8;3;49;0;0
720;1;4;569;0;0
720;11;3;289;0;0
720;12;2;604;0;0
720;4;3;350;0;0
720;9;3;31;0;0
720;12;3;515;0;0
720;2;4;617;0;0
720;10;3;241;0;0
720;6;3;77;0;0
720;7;3;55;0;0
720;3;3;692;0;0
720;4;4;263;0;0
721;12;4;92;0;0
721;1;5;52;0;0
721;2;5;49;0;0
721;3;5;40;0;0
721;11;5;40;0;0
721;12;5;53;0;0
721;1;6;48;0;0
721;2;6;40;0;0
721;4;6;14;0;0
721;12;6;40;0;0
721;1;7;15;0;0
721;3;7;53;0;0
721;12;7;50;0;0
721;3;8;265;0;0
721;11;7;35;0;0
721;12;8;192;0;0
721;6;2;0;0;0
721;10;9;0;0;0
721;1;9;190;0;0
721;2;9;194;0;0
721;3;9;106;0;0
721;1;3;212;0;0
721;3;4;311;0;0
721;2;3;181;0;0
721;1;4;70;0;0
721;12;2;67;0;0
721;4;3;12;0;0
721;3;3;49;0;0
721;4;4;8;0;0
722;12;4;273;0;0
722;1;5;402;0;0
722;2;5;278;0;0
722;3;5;160;0;0
722;4;5;67;0;0
722;11;5;133;0;0
722;12;5;210;0;0
722;1;6;271;0;0
722;2;6;236;0;0
722;3;6;91;0;0
722;4;6;45;0;0
722;12;6;440;0;0
722;1;7;328;0;0
722;2;7;267;0;0
722;3;7;254;0;0
722;12;7;200;0;0
722;1;8;213;0;0
722;2;8;243;0;0
722;3;8;200;0;0
722;4;8;59;0;0
722;11;7;103;0;0
722;11;8;141;0;0
722;12;8;340;0;0
722;6;2;0;0;0
722;10;9;0;0;0
722;1;9;237;0;0
722;2;9;276;0;0
722;3;9;122;0;0
722;4;9;84;0;0
722;3;4;606;0;0
722;1;4;348;0;0
722;4;4;68;0;0
723;6;2;0;0;0
724;12;1;4139;0;0
724;2;6;173;0;0
724;10;1;1094;0;0
724;3;6;115;0;0
724;11;1;2511;0;0
724;4;6;52;0;0
724;1;2;5198;0;0
724;12;6;280;0;0
724;1;7;272;0;0
724;2;2;2730;0;0
724;2;7;229;0;0
724;3;7;264;0;0
724;3;2;2081;0;0
724;12;7;250;0;0
724;1;8;259;0;0
724;2;8;200;0;0
724;3;8;268;0;0
724;4;8;118;0;0
724;11;7;217;0;0
724;11;8;175;0;0
724;12;8;310;0;0
724;6;2;0;0;0
724;10;9;94;0;0
724;1;9;235;0;0
724;2;9;287;0;0
724;3;9;186;0;0
724;4;9;125;0;0
724;1;3;4162;0;0
724;10;2;1531;0;0
724;11;2;2919;0;0
724;2;3;2532;0;0
724;1;4;3800;0;0
724;11;3;1992;0;0
724;12;2;4182;0;0
724;12;3;2934;0;0
724;2;4;3556;0;0
724;3;3;850;0;0
724;3;1;5371;0;0
725;11;8;113;0;0
725;6;2;0;0;0
725;10;9;0;0;0
725;5;9;46;0;0
725;6;9;10;0;0
725;2;9;637;28;0
725;4;9;200;30;0
725;12;8;600;32;0
725;1;9;401;32;0
725;3;9;345;32;0
726;12;6;436;0;0
726;1;7;340;0;0
726;2;7;295;0;0
726;3;7;407;0;0
726;6;7;7;0;0
726;12;7;300;0;0
726;1;8;105;0;0
726;2;8;420;0;0
726;3;8;156;0;0
726;4;8;459;0;0
726;5;8;301;0;0
726;10;7;30;0;0
726;11;7;244;0;0
726;8;8;10;0;0
726;11;8;272;0;0
726;12;8;550;0;0
726;6;2;0;0;0
726;10;9;0;0;0
726;1;9;257;0;0
726;2;9;493;0;0
726;3;9;374;0;0
726;4;9;121;0;0
726;5;9;224;0;0
726;6;9;10;0;0
726;8;9;10;0;0
726;9;9;15;0;0
727;10;1;1000;0;0
727;11;1;6228;0;0
727;4;3;1645;0;0
727;11;6;8745;0;0
727;1;8;10537;0;0
727;2;8;16142;0;0
727;4;1;1413;0;0
727;10;8;721;6;0
727;4;2;467;7;0
727;10;2;6367;8;0
727;4;6;4447;8;0
727;4;4;3872;9;0
727;4;8;6781;9;0
727;10;3;2560;10;0
727;10;9;4436;10;0
727;4;9;5099;10;0
727;10;5;6483;11;0
727;10;7;2595;12;0
727;2;2;4609;14;0
727;2;3;11591;14;0
727;2;4;14830;14;0
727;2;7;12170;14;0
727;2;9;5766;14;0
727;11;2;7880;15;0
727;11;3;6000;15;0
727;11;5;4813;15;0
727;2;6;14100;15;0
727;3;7;14210;15;0
727;11;7;8361;15;0
727;11;8;8805;15;0
727;12;1;6182;16;0
727;1;2;13890;16;0
727;3;2;7399;16;0
727;12;2;7098;16;0
727;1;3;10554;16;0
727;3;3;5280;16;0
727;12;3;6033;16;0
727;1;4;12644;16;0
727;3;4;11228;16;0
727;12;5;15230;16;0
727;1;6;9015;16;0
727;3;6;11244;16;0
727;12;6;10500;16;0
727;1;7;18344;16;0
727;12;7;17500;16;0
727;3;8;9797;16;0
727;12;8;25000;16;0
727;1;9;3100;16;0
727;3;9;6321;16;0
728;5;2;1087;0;ËÍÐ
728;4;1;440;0;0
729;12;1;883;0;0
729;10;4;515;0;0
729;11;4;999;0;0
729;12;4;1469;0;0
729;1;5;1500;0;0
729;2;5;1494;0;0
729;3;5;1260;0;0
729;4;5;206;0;0
729;3;2;999;0;0
729;10;5;657;0;0
729;11;5;1238;0;0
729;11;1;1543;0;0
729;1;2;797;0;0
729;11;6;985;0;0
729;2;2;1060;0;0
729;12;7;1758;0;0
729;4;2;177;0;0
729;10;7;380;0;0
729;10;9;746;0;0
729;1;9;400;0;0
729;4;9;541;0;0
729;1;3;1126;0;0
729;3;4;1412;0;0
729;10;2;650;0;0
729;11;2;868;0;0
729;3;3;1003;0;0
729;12;2;1551;0;0
729;1;4;990;0;0
729;2;3;1338;0;0
729;4;3;363;0;0
729;12;3;1296;0;0
729;11;3;902;0;0
729;10;3;425;0;0
729;2;4;1700;0;0
729;4;4;400;0;0
729;4;6;465;1;0
729;10;8;223;1;0
729;12;5;1500;2;0
729;1;6;925;2;0
729;2;6;1431;2;0
729;3;6;1076;2;0
729;12;6;1815;2;0
729;1;7;1305;2;0
729;2;7;1600;2;0
729;3;7;1442;2;0
729;1;8;1503;2;0
729;2;8;1088;2;0
729;3;8;1091;2;0
729;4;8;855;2;0
729;11;7;927;2;0
729;11;8;900;2;0
729;12;8;2168;2;0
729;2;9;1755;2;0
729;3;9;1024;2;0
729;4;1;;0;0
729;7;1;2022;0;0
730;11;4;239;0;0
730;12;4;381;0;0
730;1;5;402;0;0
730;4;1;809;0;0
730;2;5;309;0;0
730;3;5;129;0;0
730;4;5;148;0;0
730;2;6;600;0;0
730;3;6;200;0;0
730;4;6;197;0;0
730;12;6;608;0;0
730;1;7;464;0;0
730;2;7;400;0;0
730;3;7;450;0;0
730;12;7;570;0;0
730;1;8;500;0;0
730;2;8;425;0;0
730;3;8;318;0;0
730;4;8;261;0;0
730;11;8;15;0;0
730;12;8;41;0;0
730;10;9;0;0;0
730;1;9;0;0;0
730;10;2;36;0;0
730;1;3;497;0;0
730;3;4;504;0;0
730;11;2;288;0;0
730;3;3;335;0;0
730;12;2;476;0;0
730;1;4;168;0;0
730;2;3;448;0;0
730;4;3;145;0;0
730;9;3;35;0;0
730;12;3;474;0;0
730;11;3;265;0;0
730;2;4;430;0;0
730;4;4;165;0;0
731;6;1;19069;0;59
731;5;4;3519;0;0
731;12;1;35000;0;0
731;5;5;8192;0;0
731;6;5;4397;0;0
731;9;5;3808;0;0
731;10;5;3754;0;0
731;11;5;33580;0;0
731;11;6;34165;0;0
731;12;6;45000;0;0
731;1;7;48153;0;0
731;6;7;5653;0;0
731;2;7;52152;1;0
731;3;7;36783;1;0
731;2;5;50000;27;0
731;2;2;54366;27;0
731;2;8;33349;27;0
731;2;9;43468;27;0
731;2;3;50967;27;0
731;2;4;50027;27;0
731;2;6;49440;28;0
731;6;4;4675;29;0
731;9;4;5128;29;0
731;11;4;40395;29;0
731;4;1;40321;29;0
731;4;5;42094;29;0
731;9;1;8473;29;0
731;11;1;39764;29;0
731;4;6;25120;29;0
731;6;6;3793;29;0
731;9;6;3997;29;0
731;9;7;5699;29;0
731;4;2;19293;29;0
731;4;8;21633;29;0
731;6;8;2098;29;0
731;9;8;2577;29;0
731;11;8;33335;29;0
731;6;2;7554;29;0
731;9;2;7205;29;0
731;4;9;31101;29;0
731;6;9;2594;29;0
731;9;9;3101;29;0
731;11;2;50100;29;0
731;4;3;38993;29;0
731;9;3;8029;29;0
731;11;3;55029;29;0
731;6;3;9000;29;0
731;4;4;24597;29;0
731;5;4;3519;30;0
731;7;4;4008;30;0
731;8;4;5337;30;0
731;10;4;29844;30;0
731;12;4;60030;30;0
731;1;5;50000;30;0
731;3;5;20774;30;0
731;7;5;4448;30;0
731;8;5;4051;30;0
731;10;1;27824;30;0
731;12;5;40000;30;0
731;7;1;7018;30;0
731;8;1;7427;30;0
731;1;6;45000;30;0
731;3;6;26278;30;0
731;5;6;7793;30;0
731;7;6;3078;30;0
731;8;6;2917;30;0
731;1;2;60000;30;0
731;10;6;14775;30;0
731;3;2;39997;30;0
731;7;7;5889;30;0
731;12;7;56277;30;0
731;1;8;31987;30;0
731;3;8;37984;30;0
731;5;8;1813;30;0
731;5;2;9000;30;0
731;10;7;27450;30;0
731;11;7;37664;30;0
731;7;8;2430;30;0
731;8;8;2679;30;0
731;10;8;16026;30;0
731;7;2;8759;30;0
731;8;2;8943;30;0
731;12;8;35000;30;0
731;10;9;16693;30;0
731;7;2;8759;30;0
731;1;9;49456;30;0
731;3;9;33760;30;0
731;5;9;4246;30;0
731;7;9;5917;30;0
731;8;9;5663;30;0
731;1;3;60000;30;0
731;3;4;36652;30;0
731;3;3;42129;30;0
731;12;2;59000;30;0
731;8;3;8954;30;0
731;1;4;59030;30;0
731;10;2;17221;30;0
731;12;3;59000;30;0
731;10;3;29930;30;0
731;5;3;9000;30;0
731;7;3;8658;30;0
731;8;7;5890;31;0
731;3;1;198292;0;0
732;12;1;3130;0;0
732;4;1;111;0;0
732;4;5;984;0;0
732;10;5;307;0;0
732;11;5;1778;0;0
732;10;1;1515;0;0
732;11;1;1761;0;0
732;10;6;278;0;0
732;1;2;3364;0;0
732;11;6;1425;0;0
732;12;6;2975;0;0
732;2;2;1407;0;0
732;3;2;2107;0;0
732;4;2;417;0;0
732;1;9;0;0;0
732;1;3;2000;0;0
732;3;4;3250;0;0
732;10;2;1437;0;0
732;11;2;1944;0;0
732;3;3;2100;0;0
732;12;2;4052;0;0
732;1;4;2907;0;0
732;2;3;2993;0;0
732;4;3;477;0;0
732;10;3;449;0;0
732;12;3;3324;0;0
732;11;3;2252;0;0
732;2;4;2403;0;0
732;4;4;584;0;0
732;10;4;1316;1;0
732;11;4;1546;1;0
732;12;4;3484;1;0
732;1;5;2788;1;0
732;2;5;2216;1;0
732;3;5;2008;1;0
732;12;5;3324;1;0
732;1;6;1330;1;0
732;2;6;1333;1;0
732;3;6;2852;1;0
732;4;6;1164;1;0
732;1;7;2578;1;0
732;2;7;2768;1;0
732;3;7;2299;1;0
732;12;7;2730;1;0
732;10;7;1003;1;0
732;11;7;1483;1;0
733;10;5;1067;0;0
733;11;5;2976;0;0
733;11;6;3298;0;0
733;3;7;3997;0;0
733;10;6;1129;6;0
733;4;2;406;6;0
733;10;8;3067;8;0
733;10;4;1093;9;0
733;10;7;2616;9;0
733;4;4;4106;10;0
733;10;9;1663;12;0
733;11;1;4579;13;0
733;4;6;2063;13;0
733;4;3;1354;13;0
733;10;3;1597;13;0
733;2;5;3932;15;0
733;2;2;2823;15;0
733;2;7;4556;15;0
733;2;8;3853;15;0
733;2;9;5660;15;0
733;2;3;3025;15;0
733;2;4;3090;15;0
733;11;4;3305;16;0
733;12;4;3305;16;0
733;4;5;3025;16;0
733;2;6;3620;16;0
733;4;8;2767;16;0
733;11;7;3044;16;0
733;11;8;6125;16;0
733;4;9;2020;16;0
