IDORGANIZATION;IDMONTH;IDYEAR;FLOW;LOSE;ADDITION
749;2;2;2616;0;0
749;3;2;1485;0;0
749;1;2;2802;0;0
749;4;2;822;0;0
749;1;3;3348;0;0
749;3;4;3316;0;0
749;10;2;1434;0;0
749;11;2;2163;0;0
749;3;3;2637;0;0
749;12;2;3677;0;0
749;1;4;2472;0;0
749;2;3;2472;0;0
749;4;3;2375;0;0
749;10;3;760;0;0
749;11;3;1882;0;0
749;12;3;2885;0;0
749;2;4;3228;0;0
749;4;4;2075;0;0
749;12;7;2966;2;0
749;10;6;507;12;0
749;10;8;1222;14;0
749;10;9;953;14;0
749;10;4;566;15;0
749;4;5;1260;16;0
749;2;5;3003;18;0
749;2;6;2776;18;0
749;2;7;2902;18;0
749;2;8;2952;18;0
749;2;9;3186;18;0
749;11;4;1748;19;0
749;4;6;930;19;0
749;4;8;1568;19;0
749;11;7;2397;19;0
749;11;8;1826;19;0
749;4;9;1484;19;0
749;12;4;2900;20;0
749;1;5;3519;20;0
749;3;5;2448;20;0
749;12;5;2800;20;0
749;1;6;2785;20;0
749;3;6;1944;20;0
749;12;6;2309;20;0
749;1;7;4983;20;0
749;3;7;2674;20;0
749;1;8;3625;20;0
749;3;8;2405;20;0
749;10;7;1301;20;0
749;12;8;1924;20;0
749;1;9;5944;20;0
749;3;9;2305;20;0
749;4;1;1884;0;0
750;12;1;1613;0;0
750;4;1;343;0;0
750;3;2;1220;0;0
750;8;1;95;0;0
750;10;5;979;0;0
750;11;5;3217;0;0
750;11;1;2039;0;0
750;11;6;2933;0;0
750;2;2;4858;0;0
750;4;2;446;0;0
750;1;3;2424;0;0
750;3;4;2788;0;0
750;10;2;306;0;0
750;3;3;4227;0;0
750;4;3;314;0;0
750;4;4;531;0;0
750;11;2;1964;1;0
750;10;4;646;2;0
750;2;5;2152;4;0
750;10;6;610;10;0
750;10;9;623;11;0
750;4;5;961;12;0
750;4;9;1166;12;0
750;2;4;2051;14;0
750;2;6;2334;15;0
750;2;8;2982;15;0
750;2;9;2611;15;0
750;12;4;2833;16;0
750;3;5;1402;16;0
750;4;6;816;16;0
750;12;6;3560;16;0
750;1;7;2629;16;0
750;1;4;2290;16;0
750;12;3;1713;16;0
750;11;4;2131;17;0
750;1;5;2290;17;0
750;4;8;1010;17;0
750;11;8;1350;17;0
750;12;5;4334;18;0
750;1;6;4046;18;0
750;3;6;1822;18;0
750;2;7;2713;18;0
750;3;7;2279;18;0
750;12;7;2526;18;0
750;3;8;3342;18;0
750;12;8;3533;18;0
750;1;9;2530;18;0
750;3;9;1640;18;0
750;11;3;1622;19;0
750;1;8;3012;20;0
750;11;7;3400;23;0
750;10;8;1923;106;0
750;2;1;2625;0;0
750;3;1;1593;0;0
750;4;1;343;0;0
751;7;1;58;0;8
751;5;4;42;0;0
751;12;1;57;0;0
751;4;1;352;0;0
751;10;5;620;0;0
751;11;5;4199;0;0
751;11;1;81;0;0
751;11;6;5398;0;0
751;2;2;46;0;0
751;1;2;81;0;0
751;3;2;54;0;0
751;12;5;7400;1;0
751;1;6;8570;1;0
751;2;6;8286;1;0
751;3;6;6455;1;0
751;4;6;4233;1;0
751;5;6;1752;1;0
751;10;6;1766;1;0
751;12;6;5954;1;0
751;1;7;11215;1;0
751;2;7;7127;1;0
751;3;7;8149;1;0
751;12;7;7274;1;0
751;1;8;9517;1;0
751;2;8;8303;1;0
751;3;8;5559;1;0
751;4;8;4004;1;0
751;10;7;2763;1;0
751;11;7;5576;1;0
751;10;8;2162;1;0
751;11;8;5056;1;0
751;12;8;6081;1;0
751;10;9;2227;1;0
751;1;9;8668;1;0
751;2;9;9654;1;0
751;3;9;4711;1;0
751;4;9;3202;1;0
751;5;4;42;2;0
751;6;4;224;2;0
751;7;4;9;2;0
751;8;4;7;2;0
751;9;4;6;2;0
751;10;4;21;2;0
751;11;4;982;2;0
751;12;4;124;2;0
751;1;5;275;2;0
751;2;5;1066;2;0
751;3;5;1180;2;0
751;3;4;1825;2;0
751;1;4;2108;2;0
751;11;3;1710;2;0
751;12;3;4788;2;0
751;2;4;1808;2;0
751;4;4;447;2;0
751;9;1;423;7;0
751;7;2;3137;8;0
751;1;3;1717;8;0
751;3;3;3159;8;0
751;10;2;4073;8;0
751;2;3;1770;8;0
751;4;3;789;8;0
751;9;3;39;8;0
751;5;3;74;8;0
751;10;3;1208;14;0
751;9;2;35;17;0
751;12;2;2086;17;0
751;8;3;55;25;0
751;4;1;352;0;0
752;10;1;7316;1;0
752;11;1;14526;1;0
752;2;2;13462;1;0
752;4;2;2535;1;0
752;12;1;14739;2;0
752;4;1;5976;2;0
752;3;2;13365;2;0
752;1;2;21877;2;0
752;2;1;13925;0;0
752;3;1;11181;0;0
753;11;5;482;0;0
753;10;9;0;0;0
753;3;4;1202;0;0
753;11;3;38;0;0
753;4;5;264;1;0
753;4;6;150;1;0
753;4;2;2753;1;0
753;8;2;9807;1;0
753;8;3;519;1;0
753;6;3;5773;1;0
753;7;3;70;1;0
753;5;2;7398;2;0
753;6;2;10570;2;0
753;9;2;9819;2;0
753;10;2;3894;2;0
753;5;3;8081;2;0
753;10;3;47;3;0
753;4;8;581;13;0
753;2;5;447;14;0
753;2;7;1058;14;0
753;2;8;1216;14;0
753;2;9;1216;14;0
753;2;4;1128;14;0
753;2;6;980;15;0
753;12;7;635;15;0
753;4;9;532;15;0
753;4;4;113;15;0
753;11;4;1057;16;0
753;12;4;938;16;0
753;1;5;1254;16;0
753;3;5;328;16;0
753;12;5;677;16;0
753;1;6;768;16;0
753;3;6;562;16;0
753;3;7;1143;16;0
753;1;8;1507;16;0
753;3;8;883;16;0
753;12;8;766;16;0
753;1;9;1276;16;0
753;3;9;658;16;0
753;1;4;2041;33;0
753;7;2;7308;34;0
753;4;1;5156;0;0
754;8;1;2009;3;0
754;9;1;626;3;0
754;8;1;0;0;0
755;6;1;5852;0;1
755;7;1;6907;0;1
755;8;1;6924;0;1
755;5;1;6707;0;1
755;5;4;5780;0;0
755;5;5;4961;0;0
755;6;5;4421;0;0
755;10;5;4604;0;0
755;11;5;4790;0;0
755;11;6;5690;0;0
755;10;7;5933;0;0
755;10;9;0;0;0
755;7;3;5795;0;0
755;5;4;5780;1;0
755;6;4;5467;1;0
755;7;4;5806;1;0
755;8;4;5803;1;0
755;9;4;5584;1;0
755;10;4;5890;1;0
755;12;1;6407;1;0
755;11;4;5654;1;0
755;12;4;5274;1;0
755;1;5;5046;1;0
755;4;1;5790;1;0
755;2;5;4617;1;0
755;3;5;4951;1;0
755;4;5;4537;1;0
755;7;5;4783;1;0
755;8;5;4779;1;0
755;9;5;4567;1;0
755;9;1;6767;1;0
755;10;1;7155;1;0
755;12;5;2169;1;0
755;1;6;4750;1;0
755;2;6;4459;1;0
755;3;6;4943;1;0
755;11;1;6515;1;0
755;4;6;4582;1;0
755;5;6;4928;1;0
755;6;6;4895;1;0
755;7;6;5091;1;0
755;8;6;5161;1;0
755;9;6;5292;1;0
755;10;6;5383;1;0
755;12;6;5884;1;0
755;1;7;5928;1;0
755;2;7;5559;1;0
755;2;2;6069;1;0
755;3;7;6248;1;0
755;6;7;6177;1;0
755;3;2;6241;1;0
755;7;7;6259;1;0
755;8;7;6022;1;0
755;9;7;5890;1;0
755;1;2;6553;1;0
755;12;7;6780;1;0
755;1;8;6775;1;0
755;2;8;6170;1;0
755;3;8;7504;1;0
755;4;2;6063;1;0
755;4;8;6625;1;0
755;5;8;7112;1;0
755;6;8;6377;1;0
755;5;2;5699;1;0
755;11;7;6231;1;0
755;7;8;6865;1;0
755;8;8;6813;1;0
755;9;8;6884;1;0
755;10;8;6817;1;0
755;11;8;6777;1;0
755;7;2;5856;1;0
755;8;2;6068;1;0
755;12;8;7468;1;0
755;6;2;5345;1;0
755;7;2;5856;1;0
755;1;9;6989;1;0
755;11;2;6277;1;0
755;2;9;6325;1;0
755;9;2;6350;1;0
755;3;9;3283;1;0
755;1;3;6151;1;0
755;3;4;5675;1;0
755;3;3;6283;1;0
755;12;2;6325;1;0
755;1;4;5155;1;0
755;10;2;6448;1;0
755;2;3;5927;1;0
755;8;3;5927;1;0
755;10;3;6030;1;0
755;2;4;5264;1;0
755;11;3;5950;1;0
755;4;3;5735;1;0
755;9;3;5726;1;0
755;12;3;6642;1;0
755;5;3;6145;1;0
755;6;3;5882;1;0
755;4;4;5328;1;0
755;2;1;336;0;0
755;3;1;7207;0;0
756;11;4;55;0;0
756;12;1;43;0;0
756;12;4;98;0;0
756;1;5;117;0;0
756;4;1;1;0;0
756;2;5;86;0;0
756;3;5;51;0;0
756;4;5;3;0;0
756;8;1;100;0;0
756;11;5;30;0;0
756;12;5;74;0;0
756;1;6;89;0;0
756;2;6;54;0;0
756;12;6;198;0;0
756;1;7;111;0;0
756;2;7;107;0;0
756;1;2;66;0;0
756;12;7;150;0;0
756;1;8;127;0;0
756;2;8;100;0;0
756;3;8;50;0;0
756;4;8;52;0;0
756;11;7;46;0;0
756;12;8;201;0;0
756;10;9;0;0;0
756;1;9;120;0;0
756;2;9;85;0;0
756;3;9;51;0;0
756;1;3;96;0;0
756;3;4;75;0;0
756;11;2;34;0;0
756;3;3;65;0;0
756;12;2;88;0;0
756;2;3;84;0;0
756;2;4;220;0;0
756;11;3;42;0;0
756;12;3;74;0;0
757;2;2;12;0;0
757;1;2;3;0;0
757;3;2;25;0;0
757;4;2;23;0;0
757;5;2;19;0;0
757;6;2;10;0;0
757;1;3;121;0;0
757;10;2;114;0;0
757;11;2;65;0;0
757;3;3;68;0;0
757;2;3;56;0;0
757;10;3;107;0;0
757;11;3;41;0;0
757;4;3;47;0;0
757;9;3;69;0;0
757;12;3;100;0;0
757;5;3;48;0;0
757;6;3;39;0;0
758;12;1;178;0;0
758;4;1;55;0;0
758;2;2;150;0;0
758;1;2;379;0;0
758;3;2;80;0;0
758;4;2;39;0;0
758;1;3;355;0;0
758;3;4;247;0;0
758;11;2;103;0;0
758;12;2;299;0;0
758;1;4;276;0;0
758;3;3;189;0;0
758;2;3;252;0;0
758;2;4;217;0;0
758;11;3;105;0;0
758;4;3;10;0;0
758;12;3;168;0;0
758;4;4;94;0;0
758;2;1;326;0;0
759;2;5;610;0;0
759;3;5;443;0;0
759;11;5;320;0;0
759;4;2;6;0;0
759;12;8;500;0;0
759;10;9;0;0;0
759;1;9;650;0;0
759;2;9;400;0;0
759;4;9;1000;0;0
759;1;4;628;0;0
759;3;2;352;1;0
759;12;6;855;1;0
759;1;7;827;1;0
759;2;7;767;1;0
759;2;2;441;1;0
759;3;7;501;1;0
759;1;2;679;1;0
759;12;7;843;1;0
759;1;8;786;1;0
759;2;8;650;1;0
759;4;8;1341;1;0
759;1;3;779;1;0
759;3;4;764;1;0
759;12;2;849;1;0
759;3;3;465;1;0
759;2;3;825;1;0
759;2;4;702;1;0
759;4;3;65;1;0
759;12;3;438;1;0
759;11;3;414;1;0
759;11;4;493;6;0
759;4;4;65;7;0
759;12;4;639;8;0
759;1;5;750;8;0
759;2;6;475;25;0
759;4;6;200;25;0
759;12;5;510;26;0
759;1;6;474;26;0
759;3;6;251;26;0
760;1;8;63;0;0
760;2;8;21;0;0
760;4;8;34;0;0
760;12;8;50;0;0
760;10;9;0;0;0
760;1;9;9;0;0
760;3;9;48;0;0
760;4;1;23;7;0
761;12;1;2219;0;0
761;4;1;1637;0;0
761;10;1;831;0;0
761;11;1;1509;0;0
762;10;4;758;0;0
762;11;4;7441;0;0
762;2;5;12568;0;0
762;3;5;9082;0;0
762;4;5;4748;0;0
762;5;5;270;0;0
762;10;5;883;0;0
762;11;5;5748;0;0
762;12;5;11500;0;0
762;1;6;11694;0;0
762;2;6;12056;0;0
762;3;6;7657;0;0
762;11;1;5544;0;0
762;4;6;3121;0;0
762;10;6;1053;0;0
762;11;6;7448;0;0
762;2;2;4615;0;0
762;3;7;12183;0;0
762;3;2;5332;0;0
762;4;2;1721;0;0
762;11;2;8987;0;0
762;3;4;12566;0;0
762;10;2;2638;0;0
762;3;3;9748;0;0
762;2;3;15485;0;0
762;10;3;1998;0;0
762;2;4;13041;0;0
762;4;3;7045;0;0
762;11;3;7395;0;0
762;4;4;5084;0;0
762;12;1;5421;1;0
762;12;4;12000;1;0
762;1;5;15339;1;0
762;12;6;7397;1;0
762;1;7;23481;1;0
762;2;7;11803;1;0
762;1;2;5648;1;0
762;12;7;14247;1;0
762;1;8;13338;1;0
762;2;8;12486;1;0
762;3;8;8309;1;0
762;4;8;5316;1;0
762;10;7;4767;1;0
762;11;7;8130;1;0
762;10;8;3224;1;0
762;11;8;8512;1;0
762;12;8;13976;1;0
762;10;9;3644;1;0
762;1;9;12448;1;0
762;2;9;15250;1;0
762;3;9;11257;1;0
762;4;9;4996;1;0
762;1;3;11019;1;0
762;12;2;16686;1;0
762;1;4;11463;1;0
762;12;3;11529;1;0
763;10;4;643;0;0
763;2;5;7735;0;0
763;3;5;5900;0;0
763;10;5;438;0;0
763;10;1;3222;0;0
763;12;5;7500;0;0
763;3;6;4316;0;0
763;4;6;2229;0;0
763;10;6;765;0;0
763;11;6;5424;0;0
763;12;6;4980;0;0
763;1;7;14572;0;0
763;2;7;7669;0;0
763;2;2;3793;0;0
763;3;7;8138;0;0
763;3;2;4776;0;0
763;12;7;10000;0;0
763;1;8;5844;0;0
763;2;8;7595;0;0
763;4;2;2515;0;0
763;3;8;4953;0;0
763;4;8;2882;0;0
763;10;7;1997;0;0
763;11;7;5130;0;0
763;10;9;2693;0;0
763;3;9;4750;0;0
763;4;9;2778;0;0
763;3;4;7253;0;0
763;10;2;1183;0;0
763;3;3;4498;0;0
763;2;3;9624;0;0
763;10;3;699;0;0
763;2;4;8882;0;0
763;4;3;2744;0;0
763;4;4;3477;0;0
763;12;1;6515;1;0
763;11;4;4284;1;0
763;12;4;9000;1;0
763;1;5;7519;1;0
763;1;6;5201;1;0
763;2;6;6478;1;0
763;11;1;4080;1;0
763;1;2;8125;1;0
763;11;8;4256;1;0
763;12;8;8998;1;0
763;1;9;5834;1;0
763;11;2;6104;1;0
763;2;9;10218;1;0
763;1;3;8551;1;0
763;12;2;8301;1;0
763;1;4;7799;1;0
763;12;3;5744;1;0
763;11;3;4864;1;0
764;5;4;141;0;0
764;5;4;141;0;0
764;6;4;24;0;0
764;7;4;45;0;0
764;8;4;45;0;0
764;9;4;48;0;0
764;12;1;5017;0;0
764;5;5;336;0;0
764;6;5;35;0;0
764;7;5;40;0;0
764;8;5;35;0;0
764;10;5;529;0;0
764;11;5;4264;0;0
764;10;1;2080;0;0
764;11;1;3338;0;0
764;11;6;5148;0;0
764;2;2;6171;0;0
764;3;2;6641;0;0
764;1;2;8581;0;0
764;4;2;3699;0;0
764;5;2;50;0;0
764;6;2;25;0;0
764;7;2;42;0;0
764;8;2;43;0;0
764;7;2;42;0;0
764;11;2;7016;0;0
764;2;9;10414;0;0
764;9;2;60;0;0
764;1;3;5598;0;0
764;3;4;8203;0;0
764;7;3;50;0;0
764;12;2;9849;0;0
764;10;2;2970;0;0
764;3;3;5559;0;0
764;1;4;6491;0;0
764;2;3;9630;0;0
764;8;3;47;0;0
764;10;3;1586;0;0
764;2;4;8632;0;0
764;4;3;3786;0;0
764;9;3;55;0;0
764;12;3;7433;0;0
764;11;3;4929;0;0
764;5;3;54;0;0
764;6;3;32;0;0
764;4;4;3460;0;0
764;6;7;34;1;0
764;10;4;503;2;0
764;11;4;5463;2;0
764;1;5;8592;2;0
764;2;5;8021;2;0
764;3;5;6772;2;0
764;9;5;48;2;0
764;12;5;8600;2;0
764;1;6;5167;2;0
764;2;6;7453;2;0
764;3;6;5319;2;0
764;4;6;2517;2;0
764;6;6;39;2;0
764;7;6;42;2;0
764;8;6;37;2;0
764;9;6;47;2;0
764;10;6;736;2;0
764;12;6;4701;2;0
764;1;7;15192;2;0
764;2;7;7583;2;0
764;3;7;8786;2;0
764;7;7;32;2;0
764;8;7;37;2;0
764;9;7;58;2;0
764;12;7;10642;2;0
764;1;8;6487;2;0
764;2;8;7248;2;0
764;3;8;7091;2;0
764;4;8;3342;2;0
764;5;8;66;2;0
764;6;8;46;2;0
764;10;7;2475;2;0
764;11;7;5414;2;0
764;7;8;22;2;0
764;8;8;27;2;0
764;9;8;38;2;0
764;10;8;2638;2;0
764;11;8;6936;2;0
764;12;8;8998;2;0
764;10;9;1827;2;0
764;1;9;8903;2;0
764;3;9;5946;2;0
764;4;9;4272;2;0
764;5;9;104;2;0
764;6;9;48;2;0
764;7;9;102;2;0
764;8;9;218;2;0
764;9;9;413;2;0
764;12;4;9000;3;0
764;4;5;3555;4;0
765;10;5;2418;0;0
765;11;5;8702;0;0
765;10;6;1079;0;0
765;11;6;9259;0;0
765;12;6;8952;0;0
765;1;9;14449;0;0
765;10;4;2217;1;0
765;11;1;6530;1;0
765;4;6;5312;1;0
765;4;2;5189;1;0
765;4;8;5955;1;0
765;10;7;3228;1;0
765;10;8;3874;1;0
765;11;8;10250;1;0
765;12;8;11998;1;0
765;10;2;3089;1;0
765;10;3;2451;1;0
765;11;4;8598;2;0
765;1;5;14167;2;0
765;2;5;12921;2;0
765;3;5;11190;2;0
765;4;5;5384;2;0
765;10;1;5210;2;0
765;12;5;17500;2;0
765;1;6;10260;2;0
765;2;6;13373;2;0
765;3;6;9652;2;0
765;1;7;23321;2;0
765;2;7;14640;2;0
765;2;2;11127;2;0
765;3;7;14117;2;0
765;3;2;10497;2;0
765;1;2;15614;2;0
765;12;7;17883;2;0
765;1;8;11074;2;0
765;2;8;15450;2;0
765;3;8;13095;2;0
765;11;7;12038;2;0
765;10;9;4767;2;0
765;11;2;14005;2;0
765;2;9;16691;2;0
765;3;9;8692;2;0
765;4;9;3505;2;0
765;1;3;8913;2;0
765;3;4;12786;2;0
765;3;3;10348;2;0
765;1;4;14224;2;0
765;2;3;15688;2;0
765;2;4;13733;2;0
765;4;3;7851;2;0
765;11;3;10200;2;0
765;4;4;6569;2;0
765;12;1;13733;3;0
765;12;4;15000;3;0
765;12;2;20447;3;0
765;12;3;13008;3;0
766;2;5;4998;0;0
766;10;5;470;0;0
766;11;5;2771;0;0
766;12;5;5600;0;0
766;1;6;3601;0;0
766;2;6;4502;0;0
766;3;6;4074;0;0
766;4;6;2328;0;0
766;10;6;257;0;0
766;11;6;3674;0;0
766;12;6;3149;0;0
766;1;7;10275;0;0
766;2;7;6509;0;0
766;3;7;5814;0;0
766;12;7;8000;0;0
766;1;8;3944;0;0
766;2;8;5512;0;0
766;3;8;4321;0;0
766;4;8;2328;0;0
766;10;7;1217;0;0
766;11;7;3597;0;0
766;10;8;1500;0;0
766;11;8;4235;0;0
766;10;9;2138;0;0
766;1;9;4920;0;0
766;2;9;6370;0;0
766;3;9;4791;0;0
766;4;9;3232;0;0
766;10;4;642;1;0
766;12;1;4049;1;0
766;11;4;2962;1;0
766;12;4;6000;1;0
766;1;5;5545;1;0
766;3;5;3856;1;0
766;4;5;1511;1;0
766;10;1;1092;1;0
766;11;1;2764;1;0
766;2;2;3290;1;0
766;3;2;2887;1;0
766;1;2;4750;1;0
766;4;2;1827;1;0
766;12;8;6998;1;0
766;1;3;3440;1;0
766;3;4;5018;1;0
766;10;2;701;1;0
766;11;2;3879;1;0
766;12;2;7877;1;0
766;3;3;3715;1;0
766;1;4;3468;1;0
766;2;3;6775;1;0
766;10;3;615;1;0
766;2;4;3869;1;0
766;4;3;2291;1;0
766;12;3;3190;1;0
766;11;3;4150;1;0
766;4;4;1446;1;0
767;11;5;4805;0;0
767;4;6;2902;0;0
767;11;6;7197;0;0
767;10;7;3042;0;0
767;10;9;0;0;0
767;1;9;0;0;0
767;10;4;815;1;0
767;12;1;9622;1;0
767;11;4;6409;1;0
767;12;4;9200;1;0
767;1;5;12891;1;0
767;2;5;11350;1;0
767;3;5;7501;1;0
767;4;5;3123;1;0
767;10;1;4757;1;0
767;12;5;9600;1;0
767;1;6;9896;1;0
767;2;6;9863;1;0
767;3;6;8063;1;0
767;11;1;5917;1;0
767;12;6;6658;1;0
767;1;7;17883;1;0
767;2;7;10016;1;0
767;2;2;12960;1;0
767;3;7;11305;1;0
767;3;2;6090;1;0
767;1;2;8990;1;0
767;12;7;10971;1;0
767;1;8;8928;1;0
767;2;8;9533;1;0
767;3;8;8800;1;0
767;4;2;2990;1;0
767;4;8;2304;1;0
767;11;7;5355;1;0
767;11;2;9078;1;0
767;1;3;6987;1;0
767;3;4;8611;1;0
767;10;2;1543;1;0
767;12;2;14467;1;0
767;3;3;7354;1;0
767;1;4;8373;1;0
767;2;3;10913;1;0
767;10;3;1352;1;0
767;2;4;11342;1;0
767;4;3;5402;1;0
767;12;3;8878;1;0
767;11;3;6304;1;0
767;4;4;4720;1;0
768;5;4;38;0;0
768;5;4;38;0;0
768;6;4;49;0;0
768;9;4;39;0;0
768;11;4;3783;0;0
768;12;4;5500;0;0
768;1;5;7332;0;0
768;2;5;6032;0;0
768;3;5;4311;0;0
768;4;5;2410;0;0
768;5;5;66;0;0
768;6;5;61;0;0
768;10;5;549;0;0
768;11;5;3490;0;0
768;11;6;4168;0;0
768;9;7;39;0;0
768;5;2;88;0;0
768;6;2;63;0;0
768;5;9;10;0;0
768;1;4;5202;0;0
768;5;3;28;0;0
768;6;3;64;0;0
768;10;6;512;1;0
768;4;6;2335;2;0
768;4;8;1276;2;0
768;10;8;1632;2;0
768;10;9;1591;2;0
768;12;5;7000;3;0
768;1;6;4128;3;0
768;2;6;5873;3;0
768;3;6;4162;3;0
768;12;6;3877;3;0
768;1;7;11158;3;0
768;2;7;6910;3;0
768;3;7;6450;3;0
768;12;7;8495;3;0
768;1;8;3416;3;0
768;2;8;3793;3;0
768;3;8;5321;3;0
768;10;7;1589;3;0
768;11;7;4038;3;0
768;11;8;3994;3;0
768;12;8;6784;3;0
768;1;9;4683;3;0
768;2;9;7479;3;0
768;3;9;4072;3;0
768;4;9;1903;3;0
768;4;2;2107;13;0
768;10;4;796;18;0
768;10;2;1716;23;0
768;10;3;1150;25;0
768;2;2;3860;30;0
768;2;3;8181;30;0
768;2;4;9772;30;0
768;11;1;3650;33;0
768;11;2;4679;33;0
768;4;3;2938;33;0
768;11;3;4003;33;0
768;4;4;2212;33;0
768;12;1;4929;34;0
768;10;1;2899;34;0
768;3;2;4704;34;0
768;1;2;6404;34;0
768;1;3;2814;34;0
768;3;4;5092;34;0
768;12;2;9018;34;0
768;3;3;4299;34;0
768;12;3;5050;34;0
769;12;1;7095;0;0
769;11;4;4003;0;0
769;12;4;9000;0;0
769;2;5;7143;0;0
769;3;5;4717;0;0
769;4;5;2187;0;0
769;10;5;176;0;0
769;11;5;3388;0;0
769;10;1;2385;0;0
